step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,isFlaggedFraud,isFraud
382,89305.93,3353381.22,3442687.15,496310.4,407004.47,1,0,0,0,0,0,0
234,144267,100704,0,0,144267,0,1,0,0,0,0,0
353,100072.46,19707244.32,19807316.78,2023154.97,1923082.51,1,0,0,0,0,0,0
178,19919.15,109617.66,89698.51,0,0,0,0,0,1,0,0,0
282,70710.13,15452320.38,15523030.51,373309.45,302599.32,1,0,0,0,0,0,0
13,701834.64,18866,0,1009663.83,1711498.47,0,0,0,0,1,0,0
233,73616.47,0,0,217779.28,291395.75,0,1,0,0,0,0,0
275,12342.15,79398,67055.85,0,0,0,0,0,1,0,0,0
15,431706.68,577966,146259.32,3565653.78,3997360.46,0,1,0,0,0,0,0
187,20566.26,49864.62,29298.36,0,0,0,0,0,1,0,0,0
612,84075.53,10410,0,0,84075.53,0,1,0,0,0,0,0
420,8303.15,1608072.84,1616375.99,3902379.86,3894076.72,1,0,0,0,0,0,0
235,28693.18,0,0,0,0,0,0,0,1,0,0,0
252,6576.9,103872,97295.1,0,0,0,0,0,1,0,0,0
397,26870.86,0,0,0,0,0,0,0,1,0,0,0
167,8714.14,221,0,0,0,0,0,0,1,0,0,0
232,222021.35,1034,0,580721.63,802742.98,0,1,0,0,0,0,0
234,4369.39,0,0,0,0,0,0,0,1,0,0,0
306,20933.73,0,0,0,0,0,0,0,1,0,0,0
157,362630.49,26771,0,676375.77,1039006.26,0,1,0,0,0,0,0
45,3317.4,0,0,0,0,0,0,0,1,0,0,0
227,40138.47,0,0,0,0,0,0,0,1,0,0,0
205,1017.43,168337.77,167320.34,0,0,0,0,0,1,0,0,0
210,31069.79,24642,0,162184.02,193253.8,0,1,0,0,0,0,0
596,744.94,0,0,0,0,0,0,0,1,0,0,0
325,47981.33,0,0,5136553.48,5184534.81,0,1,0,0,0,0,0
38,343240.96,4421,0,4156,347396.96,0,1,0,0,0,0,0
356,38766.68,19004,0,566185.5,604952.18,0,1,0,0,0,0,0
188,1238.83,0,0,0,0,0,0,0,1,0,0,0
332,13584.49,0,0,0,0,0,0,0,1,0,0,0
213,375589.36,2623527.7,2999117.06,1961470.18,1585880.83,1,0,0,0,0,0,0
158,17106.52,0,0,0,0,0,0,0,1,0,0,0
352,2509.53,2342,0,0,0,0,0,0,1,0,0,0
209,573312.13,160710,0,0,573312.13,0,1,0,0,0,0,0
284,342045.18,6613832.38,6955877.56,378861.05,36815.87,1,0,0,0,0,0,0
179,15500.92,0,0,0,0,0,0,0,1,0,0,0
11,204341.91,0,0,302049.98,939578.33,0,1,0,0,0,0,0
181,202821.09,0,0,1759332.77,1962153.86,0,0,0,0,1,0,0
353,35189.52,1032,36221.52,0,0,1,0,0,0,0,0,0
204,6869.6,0,0,0,0,0,0,0,1,0,0,0
236,233988.9,0,0,383643.42,617632.32,0,1,0,0,0,0,0
307,9637.65,10245,607.35,0,0,0,0,0,1,0,0,0
395,113920.67,244901.16,130980.49,2840837.68,2954758.35,0,1,0,0,0,0,0
130,6832,0,0,0,0,0,0,0,1,0,0,0
139,364953.68,0,0,2171569.36,2536523.04,0,0,0,0,1,0,0
40,25517.45,71697.85,46180.4,0,0,0,0,0,1,0,0,0
398,6334.98,0,0,0,0,0,0,0,1,0,0,0
9,167909.63,0,0,308027.2,461745.25,0,1,0,0,0,0,0
22,6827.25,99389,92561.75,0,0,0,0,0,1,0,0,0
212,13092.09,0,0,0,0,0,0,0,1,0,0,0
307,73175.52,50007,0,257424.1,330599.62,0,1,0,0,0,0,0
135,48968.08,0,0,0,0,0,0,0,1,0,0,0
180,338614.53,9283812.01,9622426.54,6133887.56,5795273.03,1,0,0,0,0,0,0
239,2418.71,62681,60262.29,0,0,0,0,0,1,0,0,0
187,73731.86,19630,0,538370.5,612102.35,0,1,0,0,0,0,0
202,243429.6,0,0,3638673.57,3892494.39,0,1,0,0,0,0,0
396,581240.69,175,0,0,581240.69,0,1,0,0,0,0,0
129,234486,0,0,127700.43,362186.42,0,1,0,0,0,0,0
25,1437841.87,0,0,3421782.53,4859624.4,0,0,0,0,1,0,0
381,110091.71,0,0,2977567.43,3087659.14,0,1,0,0,0,0,0
236,150669.42,112820,263489.42,17576.13,0,1,0,0,0,0,0,0
37,25989.42,339,0,0,25989.42,0,1,0,0,0,0,0
377,57054.98,0,0,964689.4,1021744.38,0,0,0,0,1,0,0
167,29944.64,0,0,0,0,0,0,0,1,0,0,0
138,117.64,34703,34585.36,0,0,0,0,0,1,0,0,0
12,41604.11,19894710.02,19936314.13,280215.59,815879,1,0,0,0,0,0,0
135,176171.19,83476,259647.19,1101201.93,925030.73,1,0,0,0,0,0,0
10,408469.71,0,0,8221486.12,8629955.83,0,1,0,0,0,0,0
34,90.18,29181.76,29091.58,0,0,0,0,0,1,0,0,0
522,98757.11,31547,0,95937.8,194694.91,0,1,0,0,0,0,0
139,211190.79,21865,0,103525.71,314716.5,0,1,0,0,0,0,0
327,100717.3,568226.16,668943.46,239177.77,138460.47,1,0,0,0,0,0,0
208,12094.21,2071,0,0,0,0,0,0,1,0,0,0
177,4526.36,0,0,0,0,0,0,0,1,0,0,0
131,104028.36,9870674.56,9974702.92,118194.32,14165.96,1,0,0,0,0,0,0
400,471249.3,0,0,11381572.31,11852821.61,0,1,0,0,0,0,0
131,103444.22,45744,149188.22,327867.71,224423.49,1,0,0,0,0,0,0
281,3368.96,0,0,0,0,0,0,0,1,0,0,0
398,593412.21,133992,0,533178.59,1301212.69,0,1,0,0,0,0,0
40,27598.69,0,0,785518.22,813116.91,0,1,0,0,0,0,0
136,9909,21081,11172,247461.7,257370.7,0,1,0,0,0,0,0
404,68868.64,3714956.86,3783825.5,121958.27,53089.63,1,0,0,0,0,0,0
376,39071.11,242918,203846.89,0,0,0,0,0,1,0,0,0
332,70662.54,0,0,579133.4,649795.94,0,1,0,0,0,0,0
180,70863.86,21318,92181.86,372652.98,487704.31,1,0,0,0,0,0,0
129,288530.18,10050,0,28114.3,316644.48,0,1,0,0,0,0,0
347,128946.56,0,0,146549.32,275495.88,0,1,0,0,0,0,0
48,128932.07,465,0,0,128932.07,0,0,0,0,1,0,0
381,148272.85,5261,0,172500.47,320773.33,0,1,0,0,0,0,0
229,3578.14,222506.38,218928.24,0,0,0,0,0,1,0,0,0
14,436929.94,139474,576403.94,0,0,1,0,0,0,0,0,0
254,4275.25,0,0,0,0,0,0,0,1,0,0,0
381,197063.61,0,0,13474298.54,13671362.14,0,1,0,0,0,0,0
304,132498.23,0,0,2187542.28,2320040.51,0,1,0,0,0,0,0
260,120705.48,0,0,1781619.75,1734618.81,0,1,0,0,0,0,0
13,242550.6,7768118.78,8010669.38,747219.09,570916.09,1,0,0,0,0,0,0
274,88176.55,27066,0,865754.28,953930.83,0,1,0,0,0,0,0
185,27393.19,268,0,0,0,0,0,0,1,0,0,0
168,1818.26,0,0,0,0,0,0,0,1,0,0,0
260,321425.22,0,0,586955.03,908380.25,0,0,0,0,1,0,0
17,16993.73,806743.73,789750,0,0,0,0,0,1,0,0,0
302,193929.43,0,0,379717.49,573646.92,0,1,0,0,0,0,0
19,1586.82,0,0,0,0,0,0,0,1,0,0,0
402,93686.11,10489,0,10746543.44,10840229.55,0,1,0,0,0,0,0
235,6863,0,0,0,0,0,0,0,1,0,0,0
211,149187.51,545890.25,396702.74,525443.14,674630.64,0,1,0,0,0,0,0
374,33007.07,0,0,0,0,0,0,0,1,0,0,0
396,200350.69,0,0,733621.41,933972.1,0,0,0,0,1,0,0
396,201575,0,0,206821.09,408396.08,0,1,0,0,0,0,0
259,5251.73,13447,8195.27,0,0,0,0,0,1,0,0,0
178,414629.13,0,0,764627.14,1179256.27,0,1,0,0,0,0,0
16,65182.6,0,0,346708.83,411891.44,0,1,0,0,0,0,0
306,230766.7,0,0,260572.03,491338.73,0,1,0,0,0,0,0
307,2348.58,0,0,243022.8,443464.61,0,1,0,0,0,0,0
249,22187.61,0,0,0,0,0,0,0,1,0,0,0
661,161440.75,99347,0,5655495.75,5816936.5,0,1,0,0,0,0,0
184,276173.29,29937,0,15541.81,291715.1,0,1,0,0,0,0,0
10,6931.08,2591029.87,2584098.78,0,0,0,0,0,1,0,0,0
286,41725.23,0,0,0,0,0,0,0,1,0,0,0
164,20093.17,2404,0,803650.26,823743.43,0,1,0,0,0,0,0
211,50315.33,10390,0,69287.6,119602.93,0,1,0,0,0,0,0
347,10769.48,174277.36,163507.89,0,0,0,0,0,1,0,0,0
351,30007.54,0,0,0,0,0,0,0,1,0,0,0
261,157817.94,3035722.91,3193540.84,1442427.28,1284609.35,1,0,0,0,0,0,0
259,101818.79,0,0,9195100.96,9296919.75,0,1,0,0,0,0,0
207,201051.82,20734,0,72568.16,273619.97,0,1,0,0,0,0,0
408,6331.01,12064,5732.99,0,0,0,0,0,1,0,0,0
260,1511.85,21981,20469.15,451856.13,453367.98,0,1,0,0,0,0,0
334,201613.48,4558078.24,4759691.71,2841669.32,2640055.84,1,0,0,0,0,0,0
493,174023.67,2917281.07,3091304.74,1705403.83,1531380.16,1,0,0,0,0,0,0
228,46800.45,22910,0,2523845.54,2570646,0,1,0,0,0,0,0
398,500.03,133637.16,133137.12,347192.84,347692.87,0,0,1,0,0,0,0
312,327990,0,0,561795.41,889785.41,0,1,0,0,0,0,0
377,311688.81,51738,363426.81,649136.6,337447.79,1,0,0,0,0,0,0
19,7342.62,3907,0,0,0,0,0,0,1,0,0,0
287,234507.69,29888,0,0,234507.69,0,0,0,0,1,0,0
187,118420.33,0,0,1541892.82,1660313.15,0,1,0,0,0,0,0
520,422054.43,23575,445629.43,1270222.42,848167.99,1,0,0,0,0,0,0
370,18095.42,0,0,0,0,0,0,0,1,0,0,0
41,56005.68,19337,75342.68,0,0,1,0,0,0,0,0,0
274,6136.04,4030,0,0,0,0,0,0,1,0,0,0
281,4373.56,286066.33,281692.77,0,0,0,0,0,1,0,0,0
153,50008.86,140156.05,190164.91,232646.23,182637.37,1,0,0,0,0,0,0
160,563388.1,6257,569645.1,637533.04,74144.94,1,0,0,0,0,0,0
379,4014.48,405872.43,401857.95,0,0,0,0,0,1,0,0,0
350,74008.65,0,0,819659.02,893667.67,0,1,0,0,0,0,0
252,72632.52,0,0,2302767.81,2375400.33,0,0,0,0,1,0,0
396,559374.27,618,0,973563.31,1532937.58,0,0,0,0,1,0,0
301,36957.72,383216.07,346258.35,0,0,0,0,0,1,0,0,0
327,315897.05,1082801.93,1398698.97,453693.42,137796.37,1,0,0,0,0,0,0
278,2752.53,3194,441.47,0,0,0,0,0,1,0,0,0
304,112475.25,454,112929.25,0,0,1,0,0,0,0,0,0
234,103742.26,20974,0,0,103742.26,0,1,0,0,0,0,0
140,35879.6,0,0,184823.03,220702.63,0,1,0,0,0,0,0
302,4650.56,0,0,0,0,0,0,0,1,0,0,0
408,171433.09,0,0,176581.07,348014.17,0,1,0,0,0,0,0
356,228842.43,0,0,814675.09,1043517.52,0,1,0,0,0,0,0
236,302369.46,0,0,459606.27,761975.73,0,1,0,0,0,0,0
135,31559.42,14704,0,0,0,0,0,0,1,0,0,0
280,3143.25,45408,42264.75,0,0,0,0,0,1,0,0,0
138,383415.94,1287123.25,1670539.18,991013.57,607597.63,1,0,0,0,0,0,0
227,72292.24,0,0,750638.54,822930.77,0,1,0,0,0,0,0
298,66021.8,13969,0,0,0,0,0,0,1,0,0,0
286,6989.94,177799,170809.06,0,0,0,0,0,1,0,0,0
228,43376.36,0,0,0,0,0,0,0,1,0,0,0
353,284800.68,0,0,690668.79,1137106.4,0,1,0,0,0,0,0
203,4663.52,1239,0,4674144.59,4678808.11,0,1,0,0,0,0,0
207,6187.74,5372643.09,5378830.82,155866.22,149678.48,1,0,0,0,0,0,0
142,6402.71,5030,0,0,0,0,0,0,1,0,0,0
133,15660.09,0,0,0,0,0,0,0,1,0,0,0
159,55468.14,0,0,2629520.98,2684989.12,0,1,0,0,0,0,0
232,7913.47,0,0,0,0,0,0,0,1,0,0,0
275,14189.95,11081,0,0,0,0,0,0,1,0,0,0
401,134666.55,164151.74,298818.29,1100802.53,1058688.94,1,0,0,0,0,0,0
134,478795.02,0,0,1089116.33,1567911.35,0,0,0,0,1,0,0
166,782401.09,185093.34,0,1321032.04,2103433.12,0,0,0,0,1,0,0
282,176055.39,5417,0,242370.35,429904.61,0,1,0,0,0,0,0
297,55652.36,5151.46,0,0,0,0,0,0,1,0,0,0
348,149001.49,11672,0,1484487.36,1633488.86,0,1,0,0,0,0,0
235,223059.51,0,0,381443.69,604503.2,0,1,0,0,0,0,0
281,153523.72,0,0,3178472.76,3331996.49,0,0,0,0,1,0,0
371,109052.39,0,0,545419.29,654471.68,0,1,0,0,0,0,0
33,50137.21,6686816.92,6736954.13,67776.31,17639.09,1,0,0,0,0,0,0
307,39.99,45410.6,45370.61,0,0,0,0,0,1,0,0,0
686,599519.03,49975,0,658802.17,1258321.2,0,1,0,0,0,0,0
159,82322.34,16482015.69,16564338.03,228710.93,146388.59,1,0,0,0,0,0,0
138,14718.26,0,0,0,0,0,0,0,1,0,0,0
139,333624.49,0,0,738389.81,1072014.29,0,1,0,0,0,0,0
12,18455.18,0,0,288084.63,306539.81,0,1,0,0,0,0,0
14,160789.61,201,160990.61,0,0,1,0,0,0,0,0,0
372,41572.8,12575,0,0,0,0,0,0,1,0,0,0
305,260735.46,0,0,2141012.12,2401747.59,0,1,0,0,0,0,0
370,114626.91,10036447.1,10151074.01,199149.67,84522.76,1,0,0,0,0,0,0
282,7614.87,0,0,0,0,0,0,0,1,0,0,0
33,2212.01,22172,19959.99,0,0,0,0,0,1,0,0,0
249,17273.38,6632493.14,6649766.52,218602.14,201328.76,1,0,0,0,0,0,0
332,95504.31,66977,162481.31,0,0,1,0,0,0,0,0,0
40,689.9,2846,2156.1,0,0,0,0,0,1,0,0,0
137,36418.81,13500919.22,13537338.02,216843.37,180424.56,1,0,0,0,0,0,0
16,269540.51,0,0,1319719.87,2154567.87,0,0,0,0,1,0,0
370,5723.76,0,0,0,0,0,0,0,1,0,0,0
36,434602.95,0,0,1107613.58,1542216.53,0,1,0,0,0,0,0
211,173054.07,0,0,536916.9,709970.97,0,1,0,0,0,0,0
274,81773.13,80647,0,1371661.38,1453434.5,0,1,0,0,0,0,0
211,262116.14,8475469.23,8737585.37,330722.2,68606.06,1,0,0,0,0,0,0
10,16982.42,10284,0,0,0,0,0,0,1,0,0,0
161,41124.34,712225.05,753349.39,3879626.06,3838501.72,1,0,0,0,0,0,0
251,303130,31109,334239,721095.12,417965.11,1,0,0,0,0,0,0
348,35267.08,0,0,0,0,0,0,0,1,0,0,0
354,22168.88,117396,95227.12,0,0,0,0,0,1,0,0,0
382,391955.48,0,0,1973272.23,2365227.71,0,1,0,0,0,0,0
352,279541.74,164,0,0,279541.74,0,1,0,0,0,0,0
305,9528.99,0,0,0,0,0,0,0,1,0,0,0
300,349266.21,14757,0,0,224599.16,0,1,0,0,0,0,0
201,82738.55,1252466.11,1335204.66,409883.35,327144.79,1,0,0,0,0,0,0
45,17991.78,57620.25,39628.47,0,0,0,0,0,1,0,0,0
188,226024.12,5832354.88,6058379,1648946.21,1422922.09,1,0,0,0,0,0,0
209,2878.77,75852.29,72973.52,0,0,0,0,0,1,0,0,0
18,209236.68,207797.98,417034.66,473129.07,53900.25,1,0,0,0,0,0,0
351,2404.1,44802,42397.9,3557538.36,3559942.46,0,0,1,0,0,0,0
323,3016.27,2059,0,0,0,0,0,0,1,0,0,0
592,9060.91,0,0,0,0,0,0,0,1,0,0,0
232,336176.04,215903,552079.04,0,0,1,0,0,0,0,0,0
256,181586.83,1517506.47,1699093.3,20549699.38,20368112.56,1,0,0,0,0,0,0
399,73199.35,0,0,98341.55,171540.89,0,1,0,0,0,0,0
17,24464.69,0,0,321732.5,346197.18,0,1,0,0,0,0,0
371,10638.72,0,0,0,0,0,0,0,1,0,0,0
538,117906.45,4924614.25,5042520.7,797421.18,679514.73,1,0,0,0,0,0,0
335,4625.51,9673550.87,9678176.38,70191.98,65566.46,1,0,0,0,0,0,0
35,951168.19,10033,0,2837305.89,3788474.08,0,0,0,0,1,0,0
234,238788.01,6,0,51304.17,290092.18,0,1,0,0,0,0,0
351,14350.58,139806.54,125455.96,0,0,0,0,0,1,0,0,0
208,729590.52,0,0,3204274.82,3933865.34,0,0,0,0,1,0,0
308,104350.62,24284,0,110760.84,215111.46,0,1,0,0,0,0,0
228,512795.97,223942,0,1432948.46,1945744.43,0,1,0,0,0,0,0
688,13399.32,37707.44,24308.12,0,0,0,0,0,1,0,0,0
332,197261.82,0,0,2028977.55,2226239.37,0,1,0,0,0,0,0
252,10692.36,21475,10782.64,2327182.38,2337874.73,0,1,0,0,0,0,0
257,79342.59,0,0,1414503.96,1363258.38,0,1,0,0,0,0,0
39,9896.82,963,0,0,0,0,0,0,1,0,0,0
9,328931.2,0,0,379918.01,730481.03,0,1,0,0,0,0,0
205,8917.54,27800.13,18882.59,0,0,0,0,0,1,0,0,0
9,122882.59,37055,159937.59,48119.64,0,1,0,0,0,0,0,0
694,430220.17,2772520.22,3202740.39,434484.25,4264.08,1,0,0,0,0,0,0
381,25534.01,31647.75,6113.74,0,0,0,0,0,1,0,0,0
130,21902.61,67195,45292.39,0,0,0,0,0,1,0,0,0
162,4306.29,197951.05,193644.76,0,0,0,0,0,1,0,0,0
397,64521.85,11467,0,5395835.81,5460357.66,0,1,0,0,0,0,0
14,74966.5,3756.92,0,1594399.34,1669365.85,0,1,0,0,0,0,0
188,6967.86,264861,257893.14,0,0,0,0,0,1,0,0,0
13,339903.5,176,0,325206.26,665109.76,0,1,0,0,0,0,0
178,1033490.94,328471,0,61557.51,1095048.45,0,0,0,0,1,0,0
44,71708.72,12193410.44,12265119.17,1620022.55,1548313.83,1,0,0,0,0,0,0
250,299409.71,4847,0,165188.95,464598.66,0,1,0,0,0,0,0
140,282535.87,13167,295702.87,0,0,1,0,0,0,0,0,0
304,5749.81,17257791.98,17263541.79,558436.07,552686.26,1,0,0,0,0,0,0
356,60.95,502252,502191.05,0,0,0,0,0,1,0,0,0
252,371910.29,86753.43,0,2007730.87,2379641.15,0,1,0,0,0,0,0
330,254279.25,11314,265593.25,1678106.75,1423827.51,1,0,0,0,0,0,0
285,17159.95,503025.45,485865.49,0,0,0,0,0,1,0,0,0
188,39270.9,46774,86044.9,2511316.55,2472045.64,1,0,0,0,0,0,0
284,399707.65,5652930.83,6052638.49,1796112.66,1396405.01,1,0,0,0,0,0,0
177,6665.16,0,0,0,0,0,0,0,1,0,0,0
186,485677.23,9024753.12,9510430.35,10581878.29,10096201.07,1,0,0,0,0,0,0
133,450967.26,9941.42,0,5898729.96,6349697.23,0,0,0,0,1,0,0
139,284294.67,12936007.78,13220302.45,638977.99,354683.32,1,0,0,0,0,0,0
260,34322.67,0,0,0,0,0,0,0,1,0,0,0
325,5862.72,0,0,0,0,0,0,0,1,0,0,0
20,578192.33,12578,590770.33,0,0,1,0,0,0,0,0,0
227,202438.05,60434,0,13114682.85,13317120.9,0,1,0,0,0,0,0
285,80985.8,22442,103427.8,28541224.78,28460238.97,1,0,0,0,0,0,0
354,193329.96,1232027.2,1425357.16,2027943.81,1834613.85,1,0,0,0,0,0,0
164,8131.23,0,0,0,0,0,0,0,1,0,0,0
306,211224.55,44940,0,268102.54,479327.09,0,1,0,0,0,0,0
370,48458.45,100409,51950.55,8222282.36,8270740.81,0,1,0,0,0,0,0
36,101122.24,0,0,503018.06,604140.3,0,1,0,0,0,0,0
308,508752.88,0,0,758267.73,1267020.62,0,1,0,0,0,0,0
705,49964.95,8081,0,2491559.58,2541524.53,0,1,0,0,0,0,0
374,211954.39,341552.11,129597.72,2073097.38,2285051.77,0,1,0,0,0,0,0
260,56594.68,2375342.32,2431937,67899.99,11305.31,1,0,0,0,0,0,0
40,179622.77,0,0,1493891.05,1673513.82,0,1,0,0,0,0,0
252,17858.46,2129,19987.46,0,0,1,0,0,0,0,0,0
311,1044.32,21159,20114.68,0,0,0,0,0,1,0,0,0
38,394523.76,5585,400108.76,0,0,1,0,0,0,0,0,0
37,139979.64,102277,0,562913.11,702892.74,0,1,0,0,0,0,0
277,10133.49,129407.58,119274.09,0,0,0,0,0,1,0,0,0
229,432263.97,17153,449416.97,43826.49,0,1,0,0,0,0,0,0
156,8820.6,10996,2175.4,0,0,0,0,0,1,0,0,0
546,196843.13,75592,0,250132.78,446975.91,0,1,0,0,0,0,0
302,343040.41,172500.87,0,1567318.24,1910358.65,0,1,0,0,0,0,0
154,148228.61,1605422.5,1753651.11,10848363.77,10929901.53,1,0,0,0,0,0,0
234,2494388.15,0,0,2921010.37,5415398.52,0,0,0,0,1,0,0
393,504121.87,27967,0,0,504121.87,0,1,0,0,0,0,0
307,24249.89,93511.59,69261.69,0,0,0,0,0,1,0,0,0
403,866549,49750,0,3255454.05,4122003.05,0,0,0,0,1,0,0
324,16393.45,371315.42,354921.98,0,0,0,0,0,1,0,0,0
403,10429.88,27920418.97,27930848.86,1397905.75,1387475.86,1,0,0,0,0,0,0
311,78282.75,4010179.26,4088462.01,1282284.82,1204002.07,1,0,0,0,0,0,0
185,2405.51,0,0,0,0,0,0,0,1,0,0,0
235,142241.63,0,0,170917.44,313159.06,0,1,0,0,0,0,0
471,61702.83,6720,0,3167400.43,3229103.26,0,1,0,0,0,0,0
375,8375.07,356,0,0,0,0,0,0,1,0,0,0
238,889.11,221739,220849.89,0,0,0,0,0,1,0,0,0
133,161892.35,15510,177402.35,162361.65,469.3,1,0,0,0,0,0,0
495,2308797.09,12361,0,48816.43,2357613.52,0,0,0,0,1,0,0
333,13353.55,0,0,0,0,0,0,0,1,0,0,0
690,3436,2313,0,0,0,0,0,0,1,0,0,0
17,15746.39,1387,0,0,0,0,0,0,1,0,0,0
375,506160.09,483,0,1694923.69,2201083.78,0,1,0,0,0,0,0
202,299.13,70028,69728.87,0,0,0,0,0,1,0,0,0
212,14446.48,0,0,0,0,0,0,0,1,0,0,0
140,141583.66,0,0,2251058.19,2684365.35,0,1,0,0,0,0,0
404,49296.03,0,0,411247.03,460543.06,0,1,0,0,0,0,0
21,34010.03,4237369.04,4271379.07,164436.64,2025.64,1,0,0,0,0,0,0
44,43046.43,6255737.95,6298784.39,176986.56,133940.12,1,0,0,0,0,0,0
373,16826.65,13095,0,0,0,0,0,0,1,0,0,0
142,4793.34,8816,4022.66,0,0,0,0,0,1,0,0,0
322,492329.97,5389,0,1974881.92,2467211.89,0,1,0,0,0,0,0
355,457.47,1506644.88,1507102.34,1167870.31,1167412.84,1,0,0,0,0,0,0
349,5407827.27,6846.34,0,5966522.09,11374349.36,0,0,0,0,1,0,0
329,168711.36,0,0,1525648.48,1694359.83,0,1,0,0,0,0,0
44,820.1,20307,19486.9,0,0,0,0,0,1,0,0,0
394,309156.7,20917,0,935401.13,1244557.82,0,1,0,0,0,0,0
208,379224.22,10237401.98,10616626.2,1059629.01,680404.78,1,0,0,0,0,0,0
165,128817.71,370435,241617.29,0,128817.71,0,1,0,0,0,0,0
328,521380.57,840,0,0,521380.57,0,1,0,0,0,0,0
155,27172.14,172390.41,199562.55,5649715.31,5622543.18,1,0,0,0,0,0,0
710,144977.5,124,0,0,144977.5,0,1,0,0,0,0,0
188,6940.72,23690,16749.28,0,0,0,0,0,1,0,0,0
16,41497.91,1990.6,0,0,0,0,0,0,1,0,0,0
257,93402.1,3070141.26,3163543.36,2015960.96,1922558.86,1,0,0,0,0,0,0
17,181662.44,0,0,528889.43,710551.87,0,0,0,0,1,0,0
327,5119.29,0,0,0,0,0,0,0,1,0,0,0
227,1644622.86,129434,0,0,1644622.86,0,0,0,0,1,0,0
185,13585.14,151038,137452.86,0,0,0,0,0,1,0,0,0
305,132333.54,0,0,2867682.45,3000015.99,0,1,0,0,0,0,0
164,55203.81,24018416.3,24073620.1,826329.53,771125.73,1,0,0,0,0,0,0
566,187288.02,1185606.9,1372894.92,1631651.25,1444363.23,1,0,0,0,0,0,0
384,325870.32,402903.11,728773.43,3845053.1,3519182.79,1,0,0,0,0,0,0
208,167640.42,26126,193766.42,0,0,1,0,0,0,0,0,0
140,396609.81,1719400.55,2116010.36,2182726.68,1786116.87,1,0,0,0,0,0,0
41,122416.04,12,0,0,122416.04,0,1,0,0,0,0,0
522,1033.97,550,0,0,0,0,0,0,1,0,0,0
351,2601.15,203200.42,200599.27,0,0,0,0,0,1,0,0,0
129,2951.91,59977,57025.09,0,0,0,0,0,1,0,0,0
308,431222.66,0,0,1175244.02,1606466.67,0,1,0,0,0,0,0
308,45254.9,0,0,0,0,0,0,0,1,0,0,0
277,159529.61,6522810.21,6682339.82,375086.02,215556.41,1,0,0,0,0,0,0
378,260456.16,0,0,407139.96,667596.12,0,0,0,0,1,0,0
345,28659.17,577,0,212039.64,240698.81,0,1,0,0,0,0,0
692,61789.59,0,0,112470.5,174260.09,0,1,0,0,0,0,0
403,36747.96,0,0,62846.7,99594.66,0,1,0,0,0,0,0
311,12517.98,772,0,0,0,0,0,0,1,0,0,0
307,325100.32,315,325415.32,2621734.99,2296634.67,1,0,0,0,0,0,0
186,8509.31,0,0,0,0,0,0,0,1,0,0,0
301,26234188.21,0,0,27239425.37,53473613.57,0,0,0,0,1,0,0
203,851602.2,0,0,1856126,2707728.2,0,0,0,0,1,0,0
301,17626.18,34175,16548.82,0,0,0,0,0,1,0,0,0
232,537527.08,883644,346116.92,93610.37,631137.45,0,1,0,0,0,0,0
136,19386.85,0,0,0,0,0,0,0,1,0,0,0
324,31027.94,4406559.25,4437587.19,2715845.84,2684817.9,1,0,0,0,0,0,0
231,1592.67,188070,186477.33,0,0,0,0,0,1,0,0,0
188,9032.15,22004.33,12972.18,0,0,0,0,0,1,0,0,0
208,37395.78,0,0,1424710.96,1462106.74,0,1,0,0,0,0,0
359,4302.75,158947,154644.25,0,0,0,0,0,1,0,0,0
140,48155.12,0,0,754094.29,802249.41,0,1,0,0,0,0,0
331,89372.24,21341,0,128826.31,218198.55,0,1,0,0,0,0,0
278,1773.38,160306.82,158533.44,0,0,0,0,0,1,0,0,0
358,155222.6,54623,0,0,155222.6,0,1,0,0,0,0,0
328,18310.86,85473,67162.14,774740.16,793051.02,0,1,0,0,0,0,0
43,17152.66,31084,13931.34,0,0,0,0,0,1,0,0,0
234,172970.95,334914,507884.95,184642.92,11671.98,1,0,0,0,0,0,0
37,79291.24,0,0,1757044.7,1836335.94,0,1,0,0,0,0,0
333,12770.4,6067781.33,6080551.73,168600.94,155830.54,1,0,0,0,0,0,0
323,1568740.04,86962,0,5897327.93,7466067.96,0,0,0,0,1,0,0
33,7664.47,0,0,75299.96,82964.43,0,1,0,0,0,0,0
369,93722.95,0,0,792911.66,886634.61,0,1,0,0,0,0,0
299,72591.17,104845,32253.83,0,72591.17,0,1,0,0,0,0,0
43,17335.58,73176,55840.42,0,0,0,0,0,1,0,0,0
18,4878,72671,67793,118714.23,123592.23,0,0,1,0,0,0,0
311,595.19,34820.81,34225.62,0,0,0,0,0,1,0,0,0
136,77652.07,6353621.28,6431273.35,23798164.33,23720512.27,1,0,0,0,0,0,0
182,11997.77,0,0,0,0,0,0,0,1,0,0,0
139,469915.27,46761,0,0,485916.13,0,0,0,0,1,0,0
40,241275.51,475,0,404428.11,645703.62,0,1,0,0,0,0,0
186,7573.5,18914207.03,18921780.53,240467.47,232893.97,1,0,0,0,0,0,0
500,27676.43,60,0,0,0,0,0,0,1,0,0,0
11,1869898.22,6221,0,2854177.21,4724075.43,0,0,0,0,1,0,0
322,726344.55,0,0,2053805.25,2780149.8,0,0,0,0,1,0,0
398,15843.12,15821,0,0,0,0,0,0,1,0,0,0
