v.id,on road old,on road now,years,km,rating,condition,economy,top speed,hp,torque,current price
480,502794,773887,4,125045,4,7,11,151,50,124,146787
481,517451,770875,4,52568,1,1,12,151,76,73,433602
482,686601,879334,7,142201,5,1,12,135,65,114,207552
483,668434,798819,5,63448,1,9,13,173,100,138,508087
484,546978,783926,6,101139,1,8,11,200,106,107,273659.5
485,532317,745223,3,132129,2,8,12,200,95,79,126791.5
486,684924,737091,7,132498,1,5,11,164,69,94,174399
487,678346,772156,4,76480,2,7,12,167,64,140,427496
488,543587,811245,3,72714,5,3,12,151,100,112,388376
489,664315,810730,2,132059,2,8,13,150,87,87,225917
490,563465,892776,3,71598,5,1,12,195,97,70,443423
491,653115,828452,3,109500,2,2,11,149,68,133,302929.5
492,679306,783183,5,53831,4,2,14,161,106,100,515167.5
493,614503,831616,7,129507,2,4,14,163,75,115,197430.5
494,621407,891049,5,121739,3,3,11,166,77,132,268200.5
495,522640,787740,3,56023,4,8,11,165,101,81,448106.5
496,547423,780992,5,53658,2,7,11,167,63,91,456653.5
497,517766,747853,4,79429,3,6,14,170,76,92,318858
498,553494,835428,5,113365,4,3,14,156,95,116,240353.5
499,520755,714287,6,141565,1,9,13,146,95,128,77167
500,511487,849844,2,92230,1,6,10,196,73,78,315841.5
501,554382,765841,3,119539,4,7,9,142,87,104,190956.5
502,691946,879308,6,124010,5,3,15,137,102,120,287675
503,584928,862503,7,136402,1,1,12,195,74,85,169954
504,541120,778500,2,61612,1,5,9,152,54,101,415103
505,694491,792832,4,143994,5,4,11,135,89,101,169471
506,675546,786507,6,64839,3,10,15,181,86,122,518211
507,687237,843143,6,125638,1,9,15,143,101,94,288556.5
508,502281,759393,7,61910,5,4,10,162,113,106,377108.5
509,563990,768773,7,93188,1,7,8,181,81,96,293841
510,543337,731550,4,95556,5,1,8,150,95,103,256476.5
511,657665,741259,7,88825,1,6,13,143,73,97,339888
512,579894,750878,7,95846,4,10,13,150,66,140,324373
513,665173,813933,4,130393,3,6,14,195,77,137,221781
514,529627,755870,6,90969,1,4,11,179,120,100,275757
515,574548,808948,7,101621,5,8,12,140,57,71,295013
516,580508,816624,2,62188,2,8,8,165,94,77,466398
517,615409,881738,4,144010,5,10,14,188,91,127,223885
518,520168,896983,2,149654,4,4,9,145,76,133,111185
519,572777,736355,2,83022,4,6,8,179,109,75,327075.5
520,616528,818206,5,125066,1,10,12,152,106,115,265799.5
521,583113,810435,6,67036,5,6,15,167,51,75,430451.5
522,693986,727374,3,82191,5,1,9,139,107,99,383570.5
523,579669,760038,6,123580,3,10,11,144,73,73,221972.5
524,614333,830559,5,123416,3,5,10,153,86,74,229110
525,642521,870335,6,139432,5,1,11,168,117,123,196639.5
526,642956,737175,6,89816,1,5,12,170,57,72,328698
527,633523,784190,4,128006,5,10,10,149,92,132,248119.5
528,616858,777197,7,95246,4,2,8,193,75,85,308376.5
529,630659,821454,4,147871,2,5,9,198,107,84,135874
530,632262,725839,5,98776,1,8,13,157,61,115,299019.5
531,670656,871042,4,95020,5,2,14,182,65,81,392097.5
532,551204,716632,3,76306,2,3,13,161,85,112,328973.5
533,668427,811766,3,60176,4,8,15,151,87,135,516466
534,629254,870586,7,83524,2,8,13,194,97,114,424107.5
535,510892,849859,6,90941,1,7,10,196,82,93,321363
536,539063,853655,5,95921,2,9,15,195,101,96,340961.5
537,548082,732388,5,88960,3,2,12,143,71,70,283184
538,622089,815583,7,113889,5,5,15,150,85,74,258268.5
539,503255,742573,5,126362,5,7,11,140,61,80,126070.5
540,505560,817668,6,124610,3,1,11,159,71,127,159647
541,522202,828170,3,96723,4,2,11,143,114,73,288926
542,509560,898476,7,97061,4,3,8,176,118,75,308220.5
543,516090,894113,4,54562,1,3,11,145,90,115,486699
544,549638,801815,4,77441,5,4,10,173,67,79,367734.5
545,599775,780803,4,89421,4,9,13,188,55,83,362377
546,689087,705059,6,117501,2,9,15,189,104,113,253037
547,546458,825190,3,115636,4,8,12,142,105,93,240296.5
548,554778,873033,2,78535,3,4,8,185,73,125,400606.5
549,526541,841712,6,103918,4,7,14,145,115,102,273761
550,541957,809796,6,68188,4,7,10,186,86,135,408405.5
551,638714,750236,3,69965,1,4,8,144,118,125,415231.5
552,513645,798283,2,124499,1,10,12,181,54,95,208189.5
553,670488,831110,6,118013,1,6,14,151,62,83,278993.5
554,633198,860423,3,147282,3,8,14,169,101,106,174352.5
555,602737,717237,2,143242,3,8,9,160,106,121,103742.5
556,642569,771234,2,81525,1,10,14,135,81,136,431060
557,553490,894415,3,56331,3,9,13,183,107,72,528418.5
558,602944,734207,7,117240,4,9,15,148,73,77,221510
559,579087,734380,7,140740,3,8,11,176,112,129,102144.5
560,560706,847060,7,146906,3,3,12,163,76,128,108354
561,512510,708150,5,96357,4,5,12,181,104,82,225669.5
562,549630,786882,6,148724,2,5,13,170,62,126,71314
563,648184,726983,4,138261,2,9,10,169,119,104,163814
564,570018,758728,3,112885,4,9,14,160,69,92,243006.5
565,666176,867026,4,98867,2,8,15,196,59,121,387321.5
566,649207,878038,4,66618,2,9,9,172,63,114,526394
567,596157,807829,3,123556,4,9,15,162,74,79,237954
568,676727,756074,4,117511,3,1,13,139,120,123,246242
569,657738,856807,7,72872,4,8,14,174,61,140,474562.5
570,601462,700177,3,69779,4,6,15,176,56,114,376267.5
571,510675,817125,6,58928,4,1,13,180,108,85,425083.5
572,591530,720609,3,124328,4,8,12,186,101,125,175810
573,671230,719802,2,75622,2,6,10,200,120,114,397183
574,506701,848062,7,96596,3,9,9,192,52,104,312454.5
575,545669,718201,7,95728,4,7,11,199,64,77,249765.5
576,593981,840526,4,65756,3,3,9,200,66,69,454168.5
577,548116,811132,4,77196,3,4,14,155,85,95,371227
578,621011,769323,6,122677,5,6,14,196,82,76,206296.5
579,687246,787754,2,126760,5,4,9,165,56,98,232718.5
580,629451,895138,4,97989,5,10,15,135,74,99,421655.5
581,547027,782602,2,108683,4,4,8,152,53,133,231291.5
582,673745,742029,3,66721,2,10,11,138,97,95,491123
583,533518,787875,4,78060,5,2,10,187,120,107,349780
584,629149,883496,6,123166,3,6,14,191,101,121,264084.5
585,605319,854569,7,57688,3,5,13,184,116,92,492753
586,589165,807150,6,53075,5,7,9,200,73,117,492171
587,584296,731786,5,128071,4,5,12,171,82,119,146527
588,508356,799162,7,61116,2,10,12,185,65,72,451140.5
589,659900,731637,4,135529,2,1,11,154,66,88,153371.5
590,612406,885832,6,93572,5,10,15,142,56,115,422774.5
591,595249,865315,5,52227,1,1,14,157,54,136,520084
592,587022,811616,4,50888,5,4,12,151,89,102,497572.5
593,694214,882922,5,76648,3,9,15,198,96,85,510361.5
594,548987,852811,7,70597,1,3,13,191,107,106,410516
595,631833,854539,6,60233,4,4,12,173,72,125,499647
596,676112,791580,2,139535,3,10,13,199,100,84,226087.5
597,585069,872644,6,104912,2,1,11,176,70,137,305589
598,609167,759772,3,118604,3,7,11,137,78,81,218665.5
599,609545,842201,3,97223,1,3,12,173,99,135,337257
600,659247,838504,2,113230,4,8,12,146,109,121,313095.5
601,563955,876522,2,62260,1,9,8,149,107,71,500903
602,673920,716972,2,73313,4,10,13,164,53,96,452931
603,503374,781364,7,61478,4,5,8,161,55,75,390305.5
604,592610,704912,3,130989,1,4,13,189,89,69,125454
605,638236,793819,3,51693,3,1,12,138,112,107,509506.5
606,625272,880688,6,122747,5,7,13,149,63,107,268314
607,610143,792213,2,55630,2,9,13,167,85,78,508432
608,631148,760171,5,103827,5,6,11,151,72,102,284462.5
609,583530,710040,2,88125,1,10,12,170,104,121,344539
610,691881,881862,5,90839,3,3,11,168,83,70,422417
611,520571,709408,3,81850,5,10,15,144,109,132,339335.5
612,590329,728019,7,50324,2,5,11,196,51,106,451290
613,572568,773539,2,114592,3,6,10,200,60,98,218908
614,675305,845749,5,52086,4,6,15,179,104,124,555336.5
615,646250,839109,7,124667,5,5,15,163,53,129,239018
616,657060,727137,2,111290,1,3,11,183,80,82,247277.5
617,671630,707361,2,70246,4,2,13,187,118,104,409312.5
618,508009,891736,6,54712,4,7,12,148,106,115,486308.5
619,564077,767455,6,133023,1,3,8,186,60,99,130112.5
620,511258,794800,6,104308,2,9,14,177,95,97,261732
621,648340,802177,5,91222,4,9,10,181,112,116,389099
622,664478,859254,4,63345,3,10,13,154,108,88,558355
623,598876,819161,6,100630,3,9,8,166,76,138,332478.5
624,673122,897238,3,88278,1,2,10,148,50,95,432159.5
625,634877,813371,3,55465,2,3,12,141,100,93,502519
626,608377,799455,7,65698,4,1,14,180,95,71,433504
627,696654,760296,2,59080,2,10,9,194,81,76,542371
628,647619,793190,5,101181,3,8,14,141,74,116,330887
629,615930,767273,5,124225,4,9,8,145,91,88,223369.5
630,600974,835783,5,91449,5,10,11,149,70,120,402812.5
631,586833,842082,7,110122,3,10,9,195,67,132,315925
632,567270,866846,2,56829,4,6,9,144,102,112,494345.5
633,654467,869899,3,76062,4,1,10,170,61,91,458537
634,508437,743211,6,77353,4,8,11,184,53,80,329639
635,561891,842409,3,140023,5,7,9,174,80,111,152125.5
636,636134,747539,7,90585,5,7,10,176,62,71,331263.5
637,589020,754313,7,97474,1,3,9,169,93,135,273728
638,607647,798207,7,78435,5,3,15,192,109,128,382794.5
639,554232,775303,7,128961,1,3,10,176,82,126,140884
640,537143,873326,4,114966,2,7,13,178,82,76,253530.5
641,548349,854964,2,59864,3,6,8,152,63,75,466371
642,527694,841596,3,145806,1,6,10,190,72,117,105427.5
643,503856,768757,3,77675,3,5,15,161,83,102,327454.5
644,600357,784943,2,132215,1,5,15,141,60,90,165595
645,520244,753767,4,142396,5,4,9,200,117,97,69231.5
646,512111,836145,5,91811,2,2,15,173,86,114,305652.5
647,650901,817094,2,114705,5,2,10,176,96,69,276960.5
648,600224,892785,7,93335,4,5,13,200,115,89,367122
649,634647,794081,2,105836,1,4,12,175,68,133,291776.5
650,650490,701339,7,100619,3,5,15,156,67,81,266983.5
651,511005,817238,2,113558,5,6,15,144,112,138,215633.5
652,600416,779302,3,144945,2,1,12,192,78,97,110229.5
653,653805,873546,2,98017,2,7,8,199,58,119,380231
654,665231,861124,6,117094,1,6,12,162,60,72,295021
655,576623,876236,3,64751,5,1,11,176,68,70,469084.5
656,614671,850494,4,52443,2,6,15,163,88,124,526502.5
657,505023,775163,3,113884,3,10,11,178,120,138,234835.5
658,588035,755016,3,148167,1,6,10,198,74,75,82848
659,546523,719590,6,113621,5,6,8,199,95,109,180368.5
660,587055,877794,6,106261,2,9,13,157,72,92,333278
661,507983,761811,3,116587,3,2,14,169,90,124,168854.5
662,688828,866136,4,118319,1,5,10,146,93,73,305463
663,628855,871968,3,89986,1,9,8,151,107,102,420083
664,540975,703481,4,63419,5,6,13,141,75,104,373735
665,620963,829511,3,95513,2,3,8,153,118,96,343416.5
666,635763,822326,3,130540,1,1,12,159,93,75,206999.5
667,512312,779578,2,133956,2,2,9,189,77,98,110359.5
668,650030,708684,7,89225,5,2,10,181,94,94,315866.5
669,596907,895080,2,88420,2,7,15,173,119,72,401011.5
670,637691,717652,2,98880,2,3,11,195,60,71,282496.5
671,644453,885031,4,131598,3,8,10,148,98,129,254581
672,679241,898411,3,65037,1,1,8,184,108,69,528770
673,515286,815528,2,118682,1,1,15,167,83,95,190949
674,687819,815896,7,63993,3,9,12,148,74,110,517366
675,520696,858810,4,60214,3,6,12,148,98,87,452633
676,579272,705431,6,69640,4,2,10,170,92,70,360647.5
677,583537,836469,2,142195,2,7,15,136,65,120,149899.5
678,636396,702442,5,132540,4,9,10,190,113,127,167998
679,660172,776043,2,108202,4,10,9,199,75,130,336038
680,535889,870020,5,107663,5,6,11,165,118,75,276430
681,695207,868118,6,133211,3,4,15,155,64,137,245854.5
682,654498,764645,4,136691,5,8,8,155,112,138,180476.5
683,667629,809188,6,52946,2,8,12,198,53,86,539377
684,534259,703802,5,134781,4,8,15,155,108,99,95533.5
685,674576,753775,5,116435,2,5,13,175,104,125,248738
686,686538,797605,3,77703,5,9,12,198,74,132,462499
687,696090,767740,5,149234,5,5,12,199,100,123,136824.5
688,600989,848763,4,119596,5,4,8,153,90,81,248248.5
689,623825,729335,2,56523,5,6,12,155,57,108,456154.5
690,661147,880541,3,136795,1,1,12,167,84,75,223778.5
691,634234,882393,4,115760,1,4,15,145,51,138,295553.5
692,613093,877850,7,126287,2,1,13,137,88,117,232192
693,511914,736702,4,52381,3,6,10,155,70,120,418504
694,513733,806198,6,147741,3,1,10,158,119,87,65467.5
695,588251,738419,7,63815,4,1,12,142,102,133,400444.5
696,647186,834325,3,60666,4,1,9,146,107,125,498712
697,507180,872051,7,121255,2,7,10,192,64,88,204833.5
698,603121,790583,4,106715,2,10,14,138,59,71,319728
699,510950,762880,3,136240,5,6,12,156,66,118,97526
700,631301,819564,4,99320,3,8,13,161,76,113,344405.5
701,699570,848194,4,116981,2,7,12,199,113,111,314149
702,648456,767122,7,78677,1,3,12,164,87,68,385031
703,698719,801608,3,82517,5,9,10,167,98,128,451307.5
704,607256,722776,4,116286,2,10,11,144,77,112,249603
705,653099,797771,2,88306,2,10,8,196,76,121,422439.5
706,688038,741756,5,92073,5,9,11,195,61,114,376375
707,570781,866830,4,95647,2,8,8,192,89,134,352345
708,504016,791933,4,106653,4,2,15,194,112,96,221692
709,662318,710417,4,82204,4,2,14,141,101,73,357823
710,589240,746731,7,103849,2,10,15,150,99,127,294502.5
711,506146,769776,6,100400,1,3,8,195,117,87,232826.5
712,580102,753682,2,103972,2,2,14,196,78,125,251317.5
713,576777,713090,7,72730,1,9,11,183,94,73,375370.5
714,582475,864607,5,147580,5,7,9,169,94,74,141833.5
715,630573,760787,5,141683,3,8,11,185,51,109,144124
716,533865,710103,2,94501,1,3,8,158,92,89,244287.5
717,529187,741327,7,131076,4,6,9,136,51,128,107147.5
718,694363,751659,6,111844,5,3,15,144,84,99,273707
719,610290,828062,2,101870,1,2,12,188,109,112,311973
720,696353,796972,7,55340,3,8,8,169,64,115,533610.5
721,537738,823031,2,115870,3,6,12,137,77,111,221132.5
722,697555,716161,5,63403,1,10,10,174,74,125,501920.5
723,570570,818218,6,96565,4,2,8,166,87,140,305002.5
724,663534,859927,5,58938,1,6,15,171,107,103,528607.5
725,678535,708816,6,96933,3,1,11,146,120,104,302423
726,683685,754601,6,70511,2,9,15,185,117,79,463054.5
727,516722,865589,4,141800,1,2,12,197,91,87,123719.5
728,559701,789783,5,147852,3,10,15,157,77,73,132159
729,506067,804098,5,117260,2,5,10,155,118,126,186308
730,563396,793145,4,56387,4,6,8,173,64,133,456827.5
731,640205,750816,2,87383,5,8,10,197,81,115,364155.5
732,569918,882960,6,139060,4,8,14,145,108,68,183465.5
733,676306,723288,2,66457,1,6,8,160,81,77,438032.5
734,697108,880380,7,102743,5,7,10,200,60,103,379566
735,598238,851789,4,131374,5,2,9,181,91,68,200794.5
736,581130,891071,6,122255,3,2,8,135,105,135,243549.5
737,530951,741086,4,116318,3,8,15,171,106,118,187050
738,580888,897357,6,57543,1,5,9,172,99,105,506854
739,568614,791824,5,98691,2,7,11,160,52,84,292520.5
740,547286,707757,5,120623,1,4,14,172,85,133,144272.5
741,533346,733566,6,123028,3,7,11,140,103,120,146223
742,684407,759618,5,55203,5,6,12,179,77,96,505336.5
743,673015,713688,5,74724,1,1,8,178,106,72,393104
744,640187,859754,2,110828,1,3,9,179,56,120,306982.5
745,640249,792994,2,54434,1,9,11,172,107,79,528634
746,530056,722815,2,102621,3,1,14,145,77,71,216302
747,524970,845639,6,126851,3,10,9,182,95,93,224359.5
748,611487,716452,2,90604,3,3,10,198,50,114,302011.5
749,664037,836134,2,137855,1,1,12,156,52,131,198892
750,677183,811853,7,66367,5,4,15,147,59,72,472972.5
751,671630,845889,4,78714,1,8,11,155,97,114,460019.5
752,506121,763706,2,58557,4,2,15,196,97,87,401500
753,571467,765775,5,94523,5,10,12,168,97,87,340777
754,551952,755415,3,53361,4,9,10,156,72,109,470373
755,623972,734657,2,121747,4,1,10,192,85,111,193067
756,523291,841204,3,90252,2,5,11,197,103,89,322951.5
757,633837,776469,2,64662,1,3,14,135,72,125,446875
758,658505,815372,3,96683,3,9,13,151,99,101,379991
759,614542,769732,2,113210,3,3,14,191,104,92,239815.5
760,628741,846933,7,56894,2,5,9,174,52,117,503648
761,511550,750505,5,130810,2,10,15,176,54,89,156513
762,577323,811996,4,112378,3,7,12,135,60,114,253387
763,616371,852340,6,74383,1,7,11,166,64,93,441561.5
764,632159,818801,2,57124,2,6,8,152,73,134,501083.5
765,685169,751120,5,95035,3,6,14,193,72,76,340720
766,688314,872806,7,86468,4,9,11,193,54,99,456554.5
767,698284,763217,5,147599,5,9,12,163,52,92,170104.5
768,627569,893649,4,73332,1,1,14,199,111,103,467074.5
769,649156,810867,6,72457,4,4,10,153,76,113,437540.5
770,555553,756209,4,86142,4,9,11,154,111,91,341076
771,541483,715243,3,87442,2,1,12,161,102,132,278759.5
772,658355,774347,2,74667,4,7,8,167,112,85,426796.5
773,691381,856771,7,112884,1,3,14,156,79,99,314523.5
774,548859,804414,5,74791,5,2,10,147,53,136,377706.5
775,627403,785111,7,64701,4,6,13,186,88,129,443735.5
776,636955,743814,3,133456,5,2,12,182,54,86,158250.5
777,693495,830322,6,77570,5,3,9,182,109,79,449650
778,560066,768454,5,138414,4,6,14,155,79,87,113700
779,591356,824911,3,94294,3,4,8,180,82,109,331687
780,688239,816921,6,92517,5,10,13,197,68,131,430469
781,663529,790944,5,149319,5,6,9,149,67,76,134035
782,600832,855437,6,130599,4,3,10,184,73,79,202702
783,643136,857919,5,143090,2,1,12,161,91,77,176858
784,573920,793513,6,129656,5,9,13,186,76,138,192576
785,551965,834998,4,97132,5,5,10,138,82,88,307770.5
786,594689,701319,6,140656,3,8,13,182,65,97,98254
787,633596,837657,3,123324,2,4,8,146,104,112,242950
788,644771,702884,6,147932,4,1,10,164,65,72,78924.5
789,585740,843726,5,107592,5,8,15,139,101,122,301042.5
790,625048,731255,5,129866,1,7,11,171,54,79,165741.5
791,643088,794591,6,110396,2,4,13,171,94,119,274172
792,557000,886734,3,117072,1,7,14,162,50,122,262126.5
793,549439,863684,4,52213,3,5,12,146,87,102,499121
794,681544,844472,6,66133,3,5,10,152,105,127,496514
795,601674,802226,2,62186,3,3,9,191,95,112,453672.5
796,656169,764735,4,130980,1,3,12,200,56,93,186388.5
797,548996,783505,7,89457,1,8,10,184,108,105,316652
798,667176,740200,6,80059,2,4,10,157,54,84,380289.5
799,568395,831705,6,147297,5,3,12,156,111,116,108921.5
800,510669,833987,3,96784,3,2,14,145,93,124,285487
801,691061,729248,3,140142,3,10,9,180,53,109,199798
802,528256,773069,6,148374,2,7,13,137,65,90,61928.5
803,589290,827825,5,58548,3,9,12,182,108,85,502708.5
804,624433,875297,6,141733,1,5,15,155,74,113,180891.5
805,667370,760930,6,69230,2,1,13,151,118,76,433615.5
806,650744,873169,7,148764,1,2,11,170,90,75,158741.5
807,544189,818471,3,63875,4,2,13,136,101,80,426479.5
808,628736,863990,4,139020,3,7,11,135,52,106,198503
809,640509,749893,5,143410,1,7,9,179,80,120,128632.5
810,637719,811720,6,142975,4,4,15,164,55,114,150234.5
811,660842,826237,6,125735,2,2,10,195,93,113,236994
812,620103,790684,4,95691,2,2,9,168,64,124,322368
813,587975,708052,3,85431,5,1,13,147,94,114,307993
814,586866,897571,4,73215,1,7,10,175,51,99,457463
815,584033,829176,5,138104,4,8,15,136,59,104,169784
816,668817,784845,5,129661,1,1,13,147,87,113,206883.5
817,669406,846187,2,90273,5,2,12,186,50,113,398513.5
818,576916,724215,7,120456,3,10,15,182,106,123,210777.5
819,516828,714462,3,97538,3,7,9,198,102,111,234142.5
820,541461,843856,6,67545,5,6,11,154,110,113,424290
821,624538,774295,5,133782,5,8,9,186,99,113,180912
822,657245,778167,7,145102,1,6,9,174,61,131,133006.5
823,542995,722081,4,80070,3,2,14,159,93,114,312164.5
824,643044,853932,3,139489,5,8,9,167,102,83,208573.5
825,512809,861615,3,88429,5,7,14,174,54,85,343595
826,506115,785062,6,147129,2,1,15,167,77,70,53470.5
827,658441,863845,7,139323,3,10,12,170,57,111,245810
828,558831,809509,7,74814,5,6,15,156,75,104,382241
829,698100,837899,3,132988,1,7,14,196,114,114,244640
830,520501,740722,3,63571,4,4,12,197,78,135,377507
831,556073,715972,6,82440,5,8,15,180,58,101,320603
832,580419,730826,3,88396,3,10,15,176,77,82,352318.5
833,641948,708498,4,87528,4,9,13,190,56,114,354900
834,502131,807383,5,125450,2,3,15,188,119,77,151836.5
835,588202,793072,3,68068,2,5,14,156,85,124,420102.5
836,592383,826939,3,116569,4,5,10,189,107,117,245594.5
837,519091,843455,3,74762,2,5,10,138,76,73,383875.5
838,542846,889915,3,87697,4,4,9,197,96,100,366732
839,527637,867907,2,87096,5,2,11,147,107,127,351201.5
840,510141,738380,3,100966,1,5,11,157,93,80,222063.5
841,565310,700018,7,130004,1,8,13,163,52,97,120869.5
842,573939,714027,6,149902,4,9,15,194,119,139,70862
843,654471,775851,2,120693,2,8,8,169,89,98,248983
844,683369,755676,6,89354,1,10,12,140,56,127,408452.5
845,515478,727556,7,131174,2,5,10,195,53,100,90220
846,599401,820027,5,116362,4,3,8,175,92,126,243565.5
847,682076,793665,3,148100,5,6,13,151,109,133,151080.5
848,638318,865954,5,68619,3,4,12,147,68,118,476969.5
849,533513,730049,6,55316,3,3,11,159,109,122,407127.5
850,698222,795721,4,74606,4,3,10,181,103,89,448905.5
851,545000,842756,7,109021,4,3,15,197,74,75,250309.5
852,631117,869606,3,87698,2,1,9,139,96,99,399672
853,681606,874791,4,71430,2,5,15,140,52,106,493806.5
854,658607,896593,2,56816,3,7,14,150,50,130,559108
855,673958,842763,5,55722,3,10,10,151,96,125,584267.5
856,563132,805585,2,148957,3,9,8,139,88,85,118348.5
857,591763,825070,7,128694,5,5,10,165,85,90,188582
858,577791,755598,6,137347,3,3,14,164,70,131,113942
859,624078,781798,3,110247,4,7,14,140,73,124,271010.5
860,589700,754619,2,73033,4,3,15,143,89,110,380928.5
861,630255,768636,2,136449,2,6,15,192,120,136,157874
862,554928,730625,5,129991,3,4,14,168,71,77,122139.5
863,628200,780949,4,107549,4,2,14,141,92,82,274650
864,620142,723335,2,71646,3,5,13,167,61,136,387089
865,616614,828422,6,144644,4,1,11,165,79,95,140796.5
866,652922,841193,4,115323,2,5,14,142,56,129,287093.5
867,632292,794866,7,118659,2,7,12,180,66,120,239214
868,616223,800466,4,143238,1,9,10,194,78,116,164649.5
869,553193,713245,7,144691,3,4,13,144,89,69,46920.5
870,501908,771448,5,135572,3,2,8,164,99,124,93190.5
871,648199,841541,7,121114,2,5,15,161,95,75,253867
872,660665,842967,4,88153,3,1,9,152,115,135,399055.5
873,692157,824926,7,142959,2,4,9,198,116,99,179077
874,674051,708919,2,121615,4,1,10,163,52,75,205716.5
875,589273,790301,5,119377,1,5,15,141,86,82,212546.5
876,605944,761323,6,120786,4,8,10,159,103,121,213739
877,651702,832560,5,114604,4,4,13,185,94,70,283435.5
878,552852,893431,2,95757,3,2,10,137,54,98,340429.5
879,507549,884178,6,62638,2,6,11,150,53,97,445538
880,538192,810862,3,103310,3,2,11,193,111,105,261568
881,650757,759867,7,69950,1,7,12,170,111,105,425777.5
882,689781,750728,5,97874,5,4,15,142,83,86,329538.5
883,549029,736337,4,106607,2,10,9,155,65,91,265955
884,682808,727519,3,116349,2,1,11,170,101,129,239923
885,542170,768901,2,133005,3,9,10,189,83,100,153381.5
886,630597,791700,3,83938,5,4,12,136,56,115,377575
887,569982,838204,4,102557,3,6,13,192,63,101,297625
888,575187,720321,2,134678,5,1,15,191,85,88,110883.5
889,688912,771917,3,104178,2,2,14,156,94,86,313879
890,587586,740933,3,137631,2,5,14,176,81,87,115462.5
891,533774,870736,6,70261,5,7,14,188,99,119,427590
892,588197,779302,6,146627,2,3,12,149,61,90,93713
893,537883,825390,7,113074,4,7,10,168,119,68,230080
894,623607,847766,5,84662,4,2,13,146,52,113,396244
895,671271,885264,2,115241,4,8,15,197,101,114,334502
896,522690,700733,3,62161,1,2,8,170,120,94,363186.5
897,699714,862931,6,89279,2,7,8,153,78,140,428955.5
898,581950,739722,3,138715,1,6,14,159,101,101,110021.5
899,542651,722681,7,77270,2,4,12,145,77,131,315959
900,695972,709209,4,120970,1,4,13,151,118,107,218983.5
901,638444,849075,7,136786,5,5,9,174,68,135,191566
902,657841,850078,5,66460,3,5,11,153,65,93,488457
903,662770,794619,4,113901,2,1,12,139,92,68,272816.5
904,610246,867049,5,145711,3,8,9,194,58,95,170960.5
905,601147,761283,6,122209,4,7,14,167,117,136,197714.5
906,534796,852477,2,101958,2,7,8,135,58,84,294378.5
907,696315,796530,2,124475,2,8,13,187,98,121,265194
908,623722,888511,3,98190,2,10,15,166,112,75,413540
909,619141,712376,5,68811,5,2,12,152,63,93,390756.5
910,680781,826128,7,76860,2,9,13,139,93,86,467395
911,547958,881844,7,58644,3,5,10,170,107,80,473834
912,533969,825531,4,113637,2,6,14,162,118,87,228875.5
913,688832,874570,6,104427,4,5,13,159,57,125,362434.5
914,660714,791594,3,134769,3,1,11,145,101,86,187305
915,509487,786288,5,71488,1,3,9,135,60,84,360675
916,626554,899711,4,99211,5,5,11,195,74,105,369149
917,555055,885685,4,106209,3,1,12,184,89,108,295406.5
918,549960,894238,2,77046,1,7,8,183,57,84,422497
919,688765,766206,2,93280,3,2,14,145,51,78,354722
920,521859,707939,5,97557,3,3,12,194,67,81,223594.5
921,541106,842527,4,123788,3,10,8,136,67,105,246460
922,557962,852573,3,70888,3,5,15,189,89,109,423584
923,694577,718804,7,142292,4,1,12,135,75,109,129863
924,507272,723423,7,133251,4,3,13,199,102,109,74863
925,601439,749264,5,53174,2,4,13,138,117,135,461900.5
926,519884,721572,2,92717,4,9,12,192,76,73,280123
927,621591,720042,2,89687,1,3,14,184,73,136,312469
928,556014,776692,6,108315,3,3,15,165,120,93,229749.5
929,595792,780647,2,80464,3,3,14,200,70,110,366878.5
930,654984,768431,3,113292,2,5,8,147,118,140,260231
931,513917,860565,5,118481,3,10,9,186,80,81,262090
932,567822,710159,6,139591,3,3,14,194,119,82,77277
933,528409,796046,3,108126,2,10,10,167,88,76,279833.5
934,590078,746933,5,147994,4,10,10,146,114,125,125721.5
935,583781,897344,6,148838,4,8,14,149,100,140,158511
936,661074,779523,6,71556,4,8,13,160,98,82,447337
937,672349,878458,3,121892,2,8,11,174,52,133,304354
938,672595,758004,2,87199,1,7,8,149,78,121,375097.5
939,648712,851613,7,53231,4,9,9,177,62,85,559074
940,699322,723544,5,91444,4,7,11,153,66,114,353237
941,664671,813825,3,62177,2,6,12,160,70,132,494575.5
942,674940,790118,6,149285,5,6,11,147,93,75,137169.5
943,655595,738863,5,136865,5,1,14,193,117,103,150074
944,668006,792678,4,85600,1,4,14,181,89,68,388209.5
945,676152,798347,6,59148,2,10,13,184,107,107,547069
946,508483,788651,3,101657,3,4,12,178,71,124,242709.5
947,508242,775411,4,60917,1,6,10,151,100,69,401745
948,611299,829039,6,60160,3,1,10,161,88,94,475984.5
949,504448,857236,2,100091,3,5,13,199,50,127,282418.5
950,590968,836673,2,102791,1,5,13,149,65,100,304445
951,629323,711938,7,87618,5,5,11,161,82,139,315131.5
952,515983,700536,7,104079,4,6,13,138,64,121,188186
953,660351,703234,4,56991,1,8,14,151,66,97,469956
954,524904,774466,6,65811,5,10,12,153,67,78,434336.5
955,506504,700428,4,105905,3,1,13,160,52,130,179711.5
956,627725,827176,7,84284,3,6,11,141,105,74,386141
957,557572,712832,4,144875,2,4,8,182,66,102,55925
958,513450,814818,2,120128,3,10,15,152,71,71,233987
959,674431,856101,3,109797,4,9,9,146,64,101,356189
